name,default_code,attribute_name,attribute_value,descrizione,note,supplier,condizioni_di_acquisto,codice_allegato,uom_id,uom_po_id,categ_id
PROMO:TAVOLO,SALINA 140 CEM. ANTRACITE,Variante,PROMO:TAVOLO CM 140X90 + 1ALL50 GAMBE METALLO ANTRACITE E PIANA CEM.ANTRACITE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27825,1,1,1
PROMO:TAVOLO,SALINA 140 CEM.TORTORA,Variante,PROMO:TAVOLO CM 140X90 + 1ALL50 GAMBE METALLO VISONE E PIANA CEMENTO TORTORA,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27821,1,1,1
PROMO:TAVOLO,SALINA 140 ROVERE,Variante,PROMO:TAVOLO CM 140X90 + 1ALL50 GAMBE ANTRACITE METALLO E PIANA ROVERE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27824,1,1,1
PROMO:TAVOLO,SALINA 140EXPO P.NERA,Variante,PROMO:TAVOLO CM 140X90 + 1ALL50 GAMBE METALLO ANTRACITE  CON PIANA MEL. PIETRA NERA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM27822,1,1,1
PROMO:,VENTO 160 CALACATTA ORO,Variante,PROMO: TAVOLO CM 160 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CALACATTA ORO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19262,1,1,1
PROMO:,VENTO 160 CC MELAMINICO ,Variante,PROMO: TAVOLO CM 160 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO PIANA MELAMINICO,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19263,1,1,1
PROMO:,VENTO 160 CEM. TORTORA ,Variante,PROMO: TAVOLO CM 160 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CEMENTO TORTORA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19275,1,1,1
PROMO:,VENTO 160 CEM.ANTRACITE,Variante,PROMO: TAVOLO CM 160 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CEMENTO ANTRACITE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19274,1,1,1
PROMO:,VENTO 160 ROVERE ,Variante,PROMO: TAVOLO CM 160 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA ROVERE ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19261,1,1,1
PROMO:,VENTO 180 CALACATTA ORO,Variante,PROMO: TAVOLO CM 180 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CALACATTA ORO ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19262,1,1,1
PROMO:,VENTO 180 CC MELAMINICO,Variante,PROMO: TAVOLO CM 180 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO PIANA MELAMINICO,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19263,1,1,1
PROMO:,VENTO 180 CEM. TORTORA,Variante,PROMO: TAVOLO CM 180 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CEMENTO TORTORA ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19275,1,1,1
PROMO:,VENTO 180 CEM.ANTRACITE,Variante,PROMO: TAVOLO CM 180 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA CEMENTO ANTRACITE,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19274,1,1,1
PROMO:,VENTO 180 EXPO ROVERE,Variante,PROMO: TAVOLO CM 180 X 90 +50+50 CON  2 APERTURE LATERALI GAMBE METALLO ANTRACITE PIANA ROVERE ,,,TECNOLEGNO TAVOLI SRL,Sconto 10%,CDATTCHM19261,1,1,1
PROMO:,BALDO ANG CC BASICO,Variante,PROMO: DIVANO 3P LETTO ESTR. + POLTRONA TERMINALE IN TESSUTO CAT. BASICO,,,MEDITA SRL ,Sconto 10%,CDATTCHM28258,1,1,1
PROMO:,BALDO ANG CC SELECTION,Variante,PROMO: DIVANO 3P LETTO ESTR. + POLTRONA TERMINALE IN TESSUTO CAT. SELECTION BEHOME ,,,MEDITA SRL ,Sconto 10%,CDATTCHM28257,1,1,1
PROMO:SALOTTO,BALDO ANG CC ANTIMACCHIA DX,Variante,PROMO:SALOTTO ANGOLARE 3P LETTO ESTR.+ANGOLO POLTRONA TERM DX - CM 281 X 233 IN TESSUTO ANTIMACCHIA  ,,,MEDITA SRL ,Sconto 10%,CDATTCHM28256,1,1,1
PROMO:,ASTRA CC SELECTION,Variante,"PROMO: DIVANO 3P LETTO + CH.LONGUE  CON SCHIENALI TRASLANTI CM 282 X 177   RIV. CAT. SELECTION CAT,BASICO",,,MEDITA SRL ,Sconto 10%,CDATTCHM1911,1,1,1
PROMO:,ASTRA EXPO DX SELECTION ,Variante,PROMO: DIVANO 3P LETTO + CH.LONGUE  DX CON SCHIENALI TRASLANTI CM 282 X 177  RIV. CAT.SELECTION QUEEN COL.8018 BEIGE,,,MEDITA SRL ,Sconto 10%,CDATTCHM1911,1,1,1
PROMO:,VELIERO EXPO DX SELECTION ,Variante,PROMO: DIVANO 3P LETTO CON CH LONGUE DX CM 269 X 167 RIV. SELECTION QUEEN COL.8033 GREY,,,MEDITA SRL ,Sconto 10%,CDATTCHM1914,1,1,1
PROMO:,VELIERO CC SELECTION  ,Variante,PROMO: DIVANO 3P LETTO CON CH LONGUE CM 269 X 167 RIV. SELECTION BASICO,,,MEDITA SRL ,Sconto 10%,CDATTCHM1915,1,1,1
PROMO:DIVANO,VESPRO EXPO DX SELECTION ,Variante,PROMO:DIVANO 3P LETTO+ ANG POLTRONA TERMINALE DX CM 271 X 222 RIV. SELECTION QUEEN COL.8038 DARK GREY ,,,MEDITA SRL ,Sconto 10%,CDATTCHM1913,1,1,1
PROMO:DIVANO,VESPRO CC SELECTION,Variante,PROMO:DIVANO 3P LETTO+ ANG POLTRONA TERMINALE CM 271 X 222 RIV. SELECTION BASICO,,,MEDITA SRL ,Sconto 10%,CDATTCHM1913,1,1,1
PROMO:,ASTRA EXPO SX  SELECTION,Variante,PROMO: DIVANO 3P LETTO + CH.LONGUE SX CON SCHIENALI TRASLANTI CM 282 X 177  RIV. CAT.SELECTION QUEEN COL.8018 BEIGE,,,MEDITA SRL ,Sconto 10%,CDATTCHM1911,1,1,1
PROMO:,VELIERO EXPO SX SELECTION,Variante,PROMO: DIVANO 3P LETTO CON CH LONGUE SX CM 269 X 167 RIV. SELECTION QUEEN COL.8033 GREY,,,MEDITA SRL ,Sconto 10%,CDATTCHM1914,1,1,1
PROMO:DIVANO,VESPRO EXPO SX SELECTION,Variante,PROMO:DIVANO 3P LETTO+ ANG POLTRONA TERMINALE SX CM 271 X 222 RIV. SELECTION SELECTION QUEEN COL.8038 DARK GREY ,,,MEDITA SRL ,Sconto 10%,CDATTCHM1913,1,1,1
PROMO:SALOTTO,BALDO ANG CC ANTIMACCHIA SX,Variante,PROMO:SALOTTO ANGOLARE SX - CM 281 X 233 CON LETTO ESTRAIBILE  IN TESSUTO ANTIMACCHIA ,,,MEDITA SRL ,Sconto 10%,CDATTCHM28255,1,1,1
PROMO:SALOTTO,BALDO ANG DX EXPO,Variante,PROMO:SALOTTO ANGOLARE 3P LETTO ESTR.+ANGOLO POLTRONA TERM DX - CM 281 X 233 IN TESSUTO ANTIMACCHIA LUNA COL. 01 AVORIO,,,MEDITA SRL ,Sconto 10%,CDATTCHM28254,1,1,1
PROMO:SALOTTO,BALDO ANG SX EXPO,Variante,PROMO:SALOTTO ANGOLARE 3P LETTO ESTR.+ANGOLO POLTRONA TERM  SX - CM 281 X 233  IN TESSUTO ANTIMACCHIA LUNA COL. 01 AVORIO,,,MEDITA SRL ,Sconto 10%,CDATTCHM28253,1,1,1
PROMO:SALOTTO,BALDO ANG AP,Variante,PROMO:SALOTTO ANGOLARE 3P LETTO ESTR.+ANGOLO POLTRONA TERM  - CM 281 X 233 IN TESSUTO SELECTION BASICO,,,MEDITA SRL ,Sconto 10%,CDATTCHM28254,1,1,1
PROMO:,ASTRA CC ANTIMACCHIA,Variante,PROMO: DIVANO 3P LETTO + CH.LONGUE  CON SCHIENALI TRASLANTI CM 282 X 177   RIV. CAT. ANTIMACCHIA ,,,MEDITA SRL ,Sconto 10%,CDATTCHM1911,1,1,1
SALOTTO,FABER PEN DX,Variante,SALOTTO CM 271X 167  /  3P LETTO ESTRAIBILE + CH.LONGUE DX  TESSUTO MAYA  13 PETROLIO ,,,MEDITA SRL ,Sconto 10%,,1,1,1
POUF,PONTIDA POUF EXPO3,Variante,"POUF RETTANGOLARE CM 90X60  CENTRO STANZA, SCOCCA IN TEKNOFIBRA COL.26 MUSCHIO, SEDUTA TEKNOFIBRA COL.03 PANNA",,,MEDITA SRL ,Sconto 10%,CDATTCHM5993,1,1,1
SALOTTO,PONTIDA ANG SX EXPO3 ,Variante,SALOTTO ANGOLARE CM 312 X 228 IN TESSUTO ANTIMACCHIA PROFILI SCOCCA TEKNOFIBRA 03 PANNA / SEDUTE E SCHIENALI TEKNOFIBRA 26 MUSCHIO. FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A DX-N° 01 ELEM RETTANGOLARE CM 40 P104-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 SX ,,,MEDITA SRL,Sconto 10%,CDATTCHM5931,1,1,1
SALOTTO,PONTIDA ANG DX EXPO3 ,Variante,SALOTTO ANGOLARE CM 312 X 228 IN TESSUTO ANTIMACCHIA : PROFILI SCOCCA TEKNOFIBRA 03 PANNA / SEDUTE E SCHIENALI TEKNOFIBRA 26 MUSCHIO.FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A SX-N° 01 ELEM RETTANGOLARE CM 40 P104-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 DX,,,MEDITA SRL,Sconto 10%,CDATTCHM5931,1,1,1
SALOTTO,PONTIDA ANG CC DX,Variante,SALOTTO ANGOLARE CM 312 X 228 IN TESSUTO ANTIMACCHIA  FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A SX-N° 01 ELEM RETTANGOLARE CM 40 P104-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 DX,,,MEDITA SRL,Sconto 10%,CDATTCHM5931,1,1,1
SALOTTO,PONTIDA ANG CC SX,Variante,SALOTTO ANGOLARE CM 312 X 228 IN TESSUTO ANTIMACCHIA FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A DX-N° 01 ELEM RETTANGOLARE CM 40 P104-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 SX ,,,MEDITA SRL,Sconto 10%,CDATTCHM5931,1,1,1
SALOTTO,PONTIDA ANG DX EXPO3 S/POUF,Variante,SALOTTO ANGOLARE CM 272 X 228 IN TESSUTO ANTIMACCHIA PROFILI SCOCCA TEKNOFIBRA 03 PANNA / SEDUTE E SCHIENALI TEKNOFIBRA 26 MUSCHIO. FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A SX-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 DX,,,MEDITA SRL,Sconto 10%,,1,1,1
SALOTTO,PONTIDA ANG SX EXPO3 S/POUF,Variante,SALOTTO ANGOLARE CM 272 X 228 IN TESSUTO ANTIMACCHIA PROFILI SCOCCA TEKNOFIBRA 03 PANNA / SEDUTE E SCHIENALI TEKNOFIBRA 26 MUSCHIO.  FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A DX-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 SX ,,,MEDITA SRL,Sconto 10%,,1,1,1
SALOTTO,PONTIDA ANG CC DX S/POUF,Variante,SALOTTO ANGOLARE CM 272 X 228 IN TESSUTO ANTIMACCHIA  FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A SX-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 DX,,,MEDITA SRL,Sconto 10%,,1,1,1
SALOTTO,PONTIDA ANG CC SX S/POUF,Variante,SALOTTO ANGOLARE CM 272 X 228 IN TESSUTO ANTIMACCHIA FORMATO DA: -N° 01 ELEM 3P CM 168 P104 C/BR A DX-N° 01 ELEM ANGOLO TERMINALE CM 228 P104 SX ,,,MEDITA SRL,Sconto 10%,,1,1,1
PROMO:,ORNELLA 3PR EXPO,Variante,PROMO: DIVANO 3P C/2 RELAX ELETTRICI CM 202 IN TESSUTO ANTIMACCHIA TEKNOFIBRA 08,,,MEDITA SRL,Sconto 10%,,1,1,1
PROMO:DIVANO,ORNELLA 2P EXPO,Variante,PROMO:DIVANO 2P CM 160 IN TESSUTO ANTIMACCHIA TEKNOFIBRA 08,,,MEDITA SRL,Sconto 10%,,1,1,1
PROMO:,ORNELLA 3PR EXPO CC,Variante,PROMO: DIVANO 3P C/2 RELAX ELETTRICI CM 202 IN TESSUTO ANTIMACCHIA ,,,MEDITA SRL,Sconto 10%,,1,1,1
PROMO:DIVANO,ORNELLA 2P EXPO CC,Variante,PROMO:DIVANO 2P CM 160 IN TESSUTO ANTIMACCHIA ,,,MEDITA SRL,Sconto 10%,,1,1,1
BATTERIA OPTION PER RELAX ELETTRICO,BATTERIA X RELAX,Variante,BATTERIA OPTION PER RELAX ELETTRICO ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
MAGGIORAZIONE PER INSERIMENTO RELAX ELETTRICO LATERALE,RELAX ELETTRICO ,Variante,MAGGIORAZIONE PER INSERIMENTO RELAX ELETTRICO LATERALE ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 3P LAT. SX + ANGOLO POLTRONA PENISOLA DX CM C PIEDE STANDARD RIV. SELECTION ELEGANT WAVE,MAREA DX EXPO,Variante,PROMO:DIVANO 3P LAT. SX + ANGOLO POLTRONA PENISOLA DX CM 297 C 230 PIEDE STANDARD RIV. SELECTION ELEGANT WAVE 000/20,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 3P LAT. DX + ANGOLO POLTRONA PENISOLA SX CM C PIEDE STANDARD RIV. SELECTION ELEGANT WAVE,MAREA SX EXPO,Variante,PROMO:DIVANO 3P LAT. DX + ANGOLO POLTRONA PENISOLA SX CM 297 C 230 PIEDE STANDARD RIV. SELECTION ELEGANT WAVE 000/20,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 3P LAT. + ANGOLO POLTRONA PENISOLA CM C PIEDE STANDARD RIV. SELECTION ELEGANT,MAREA CC,Variante,PROMO:DIVANO 3P LAT.   + ANGOLO POLTRONA PENISOLA   CM 297 C 230 PIEDE STANDARD RIV. SELECTION ELEGANT  ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 3P RELAX ELETR.+ ANG POL PEN DX CM RIV. WEVA PIEDE STANDARD,BOREALE EXPO,Variante,PROMO:DIVANO 3P   1 RELAX ELETR.+ ANG POL PEN DX CM 290X230 RIV. WEVA 000/26 PIEDE STANDARD,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 3P / RELAX ELETR.+ ANG POL PEN DX CM,BOREALE EXPO CC,Variante,PROMO:DIVANO 3P / 1 RELAX ELETR.+ ANG POL PEN DX CM 290X230 ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO SALOTTO 2P MAXI 1BR CM + ANGOLO PENISOLA CM CON SCHIENALI TRASLANTI/ PIEDI H17 METALLO VERNICIATO RIVESTIMENTO TESSUTO SELECTION ELEGANT,SATURNO EXPO CC,Variante,PROMO SALOTTO 2P MAXI 1BR CM 176 + ANGOLO PENISOLA CM 130X200 CON SCHIENALI TRASLANTI/ PIEDI H17 METALLO VERNICIATO RIVESTIMENTO TESSUTO SELECTION ELEGANT,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO: DIVANO 3P CM RIVESTIMENTO BRIDGE BOTTLE PIEDE STANDARD,LAGUNA 3P EXPO,Variante,PROMO: DIVANO 3P CM 234 RIVESTIMENTO BRIDGE BOTTLE PIEDE STANDARD,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO: DIVANO 3P CM RIVESTIMENTO SELECTION ELEGANT PIEDE STANDARD,LAGUNA 3P CC,Variante,PROMO: DIVANO 3P CM 234 RIVESTIMENTO SELECTION ELEGANT PIEDE STANDARD,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 2P MAX LAT DX RELAX ELETTRICO + ANG.POLTRONA PENISOLA SX CM X RIVESTIMENTO SELECTION ELEGANT OFRIDE (BATTERIA ESCLUSA),ERMETE  SX EXPO,Variante,PROMO:DIVANO 2P MAX LAT DX 1 RELAX ELETTRICO + ANG.POLTRONA PENISOLA SX CM 273 X 202 RIVESTIMENTO  SELECTION ELEGANT OFRIDE 909 (BATTERIA ESCLUSA),,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 2P MAX LAT SX RELAX ELETTRICO + ANG.POLTRONA PENISOLA DX CM X RIVESTIMENTO SELECTION ELEGANT OFRIDE (BATTERIA ESCLUSA),ERMETE  DX EXPO ,Variante,PROMO:DIVANO 2P MAX LAT SX 1 RELAX ELETTRICO + ANG.POLTRONA PENISOLA DX CM 273 X 202 RIVESTIMENTO  SELECTION ELEGANT OFRIDE 909 (BATTERIA ESCLUSA),,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 2P MAX LAT FISSO + ANG.POLTRONA PENISOLA CM X RIVESTIMENTO SELECTION ELEGANT OFRIDE,ERMETE EXPO FISSO,Variante,PROMO:DIVANO 2P MAX LAT FISSO  + ANG.POLTRONA PENISOLA CM 273 X 202 RIVESTIMENTO  SELECTION ELEGANT OFRIDE 909 ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 2P MAX LAT FISSO + ANG.POLTRONA PENISOLA CM X RIVESTIMENTO SELECTION ELEGANT,ERMETE EXPO CC FISSO,Variante,PROMO:DIVANO 2P MAX LAT FISSO  + ANG.POLTRONA PENISOLA CM 273 X 202 RIVESTIMENTO  SELECTION ELEGANT ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO:DIVANO 2P MAX LAT RELAX ELETTRICO + ANG.POLTRONA PENISOLA CM X RIVESTIMENTO SELECTION ELEGANT (batteria esclusa),ERMETE EXPO CC,Variante,PROMO:DIVANO 2P MAX LAT  1 RELAX ELETTRICO + ANG.POLTRONA PENISOLA  CM 273 X 202 RIVESTIMENTO  SELECTION ELEGANT (batteria esclusa),,,SOFANGEL SRL,Sconto 10%,,1,1,1
PROMO SALOTTO 2P MAXI 1BR CM + ANGOLO PENISOLA CM CON SCHIENALI TRASLANTI/ PIEDI H17 METALLO VERNICIATO RIVESTIMENTO TESSUTO SELECTION ELEGANT BRIDGE ANTIMACCHIA : BASE E CUCITURA SCHIENALE COL.TABAC / SEDUTE COL. PEARL,SATURNO EXPO,Variante,PROMO SALOTTO 2P MAXI 1BR CM 176 + ANGOLO PENISOLA CM 130X200 CON SCHIENALI TRASLANTI/ PIEDI H17 METALLO VERNICIATO RIVESTIMENTO TESSUTO SELECTION ELEGANT BRIDGE ANTIMACCHIA : BASE E CUCITURA SCHIENALE COL.TABAC / SEDUTE COL. PEARL ,,,SOFANGEL SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L. , - H. - P. , MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA NOBILITATO E FRONTALI LAZZATI NB LA FASCIA VERTICALE PICCOLA DISPONIBILE SOLO NEI COLORI NOBILITATI, NON PUO' ESSERE REALIZZATA IN NESSUNO DEI COLORI LACCATI -INCLUSO DI KIT AMMORTIZZATORI",MIRROR EXPO CC,Variante,"PROMO: ARMADIO 2A SCORREVOLI L. 273,2 - H. 246 - P. 66,4 MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA NOBILITATO E FRONTALI LAZZATI  NB LA FASCIA VERTICALE PICCOLA DISPONIBILE SOLO NEI COLORI NOBILITATI, NON PUO' ESSERE REALIZZATA IN NESSUNO DEI COLORI LACCATI -INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
MAGGIORAZIONE PER RETE DOGHE,RETE 160X195,Variante,MAGGIORAZIONE PER RETE 160X195 DOGHE ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
SPECCHIERA ROTONDA DIAM.,SPECCHIO VINCI ,Variante,SPECCHIERA ROTONDA DIAM. 90,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: SPECCHIERA RETTANGOLARE CON PARTICOLERA NOCE COGNAC,SPECCHIERA SPLENDOR EXPO,Variante,PROMO: SPECCHIERA RETTANGOLARE CON PARTICOLERA NOCE COGNAC,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:PARETE CM P57 H187. - BASE TUTTA NOCE COGNAC / PENSILI STR.NOCE COGNAC CON FRONTALI SPATOLATO SCURO,DAKOTA EXPO,Variante,PROMO:PARETE CM 315 P57 H187.5 - BASE TUTTA NOCE COGNAC / PENSILI STR.NOCE COGNAC CON FRONTALI SPATOLATO SCURO ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:PARETE CM P57 H187.,DAKOTA CC,Variante,PROMO:PARETE CM 315 P57 H187.5,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: PARETE CM,CANADA AP CC,Variante,PROMO:  PARETE CM 244,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:PARETE CM H195,INTAGLIO CC,Variante,PROMO:PARETE CM 300 H195,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:PARETE CM STRUTTURA NOCE COGNAC, FRONTALI SPATOLATO CHIARO",CANADA AP,Variante,"PROMO:PARETE CM 244  STRUTTURA NOCE COGNAC, FRONTALI SPATOLATO CHIARO ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:PARETE CM,CANADA CC,Variante,PROMO:PARETE CM 315 ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:PARETE CM STRUTTURA NOCE COGNAC, FRONTALI SPATOLATO CHIARO, VTR BRONZO",CANADA EXPO,Variante,"PROMO:PARETE CM 315 STRUTTURA NOCE COGNAC, FRONTALI SPATOLATO CHIARO, VTR BRONZO",,,SPARARREDA SRL,Sconto 10%,,1,1,1
BARRE LED PER RIPIANO VETRO L41,LEDGIORNO1PE28BB,Variante,BARRE LED PER RIPIANO VETRO L41 ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
ALIMENTATORE CON INTERRUTTORE WIRELES,ASPALI1PE28AK,Variante,ALIMENTATORE CON INTERRUTTORE WIRELES,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: PARETE NOBILITATO OCON TOMET INSERTO VETRO,MICHIGAN CC,Variante,PROMO: PARETE NOBILITATO OCON TOMET INSERTO VETRO ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: PARETE PORTA TV CON BASE E VETRINA SOSPESABASE LACCATA E VETRINA NOBILITATO,MAINE CC,Variante,PROMO: PARETE PORTA TV CON BASE E VETRINA SOSPESABASE LACCATA E VETRINA  NOBILITATO ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: PARETE CM345 H200 FORMATA DA:-N° TOTEL CM H185 C/INS.VETRO TUTTO CRETA SPATOLATO-N° MENSOLONE CM SP.. NOCE BROWN-M° BASI A TERRA DA CM CAD. CRETA SPATOLATO -N° PENSILE CM 120H30 CRETA SPATOLATON° PENSILE CM CRETA SPATOLATON° PENSILE ZETA NOCE BROWN,MICHIGAN EXPO,Variante,PROMO: PARETE  CM345 H200 FORMATA DA:-N° 01 TOTEL CM 60 H185 C/INS.VETRO TUTTO CRETA SPATOLATO-N° 01 MENSOLONE CM 180  SP.5.8 NOCE BROWN-M°02 BASI A TERRA DA CM 120 CAD. CRETA SPATOLATO -N° 01 PENSILE CM 120H30 CRETA SPATOLATON° 01 PENSILE CM 60X60 CRETA SPATOLATON° 01 PENSILE ZETA NOCE BROWN,,,SPARARREDA SRL,Sconto 10%,,1,1,1
