name,default_code,attribute_name,attribute_value,descrizione,note,supplier,condizioni_di_acquisto,codice_allegato,uom_id,uom_po_id,categ_id
PROMO: PARETE PORTA TV CON BASE E VETRINA SOSPESABASE LACCATA LONDRA COD.4R MAN CHAMPAGNE E VETRINA STRUTTURA MEL.SPATOLATO CHIARO E FRONTALI VETRO FUME' TELAIO ANTRACITE -RIP.VETRO,MAINE EXPO,Variante,PROMO: PARETE PORTA TV CON BASE E VETRINA SOSPESABASE LACCATA GRIGIO LONDRA COD.4R MAN CHAMPAGNE  E VETRINA  STRUTTURA MEL.SPATOLATO CHIARO E FRONTALI VETRO FUME' TELAIO ANTRACITE -RIP.VETRO ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
CASSETTIERA INTERNA 3CASS L88 X ELEMENTO 1A CM90,ASP CAS3C AP,Variante,CASSETTIERA INTERNA 3CASS  L88 X ELEMENTO 1A CM90,,,SPARARREDA SRL,Sconto 10%,,1,1,1
KIT ACCESSORI PER ARMADIO SCORREVOLE FORMATO DA:- N° CASSETTIERA PLUS 3CASS H54- N° DIVISORIO H90 - N° RIPIANI CM .,ASP KITCAS,Variante,KIT ACCESSORI PER ARMADIO SCORREVOLE FORMATO DA:- N° 01 CASSETTIERA PLUS 3CASS H54- N° 01 DIVISORIO H90 - N° 02 RIPIANI CM 43.2,,,SPARARREDA SRL,Sconto 10%,,1,1,1
N° LAMPADE LED CON SENSORE L,ASP KITLED2A,Variante,N° 02 LAMPADE  LED CON SENSORE L 82 ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
N° LAMPADE LED CON SENSORE CM X ARMADIO,ASP KITLED3A,Variante,N° 03 LAMPADE LED CON SENSORE CM 82  X ARMADIO  ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
CASSETTIERA INTERNA 3CASS PLUS L88 X ELEMENTO 1A CM90,ASP CAS3C,Variante,CASSETTIERA INTERNA 3CASS PLUS L88 X ELEMENTO 1A CM90,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO NOTTE TUTTO SPATOLATO CHIARO CON PIANI SPATOLATO SCURO , FORMATO DA:N° COMON° COMODINI",DEREK GRU EXPO1,Variante,"PROMO: GRUPPO NOTTE TUTTO SPATOLATO CHIARO CON PIANI SPATOLATO SCURO , FORMATO DA:N° 01 COMON° 02 COMODINI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO NOTTE TUTTO SPATOLATO CHIARO CON PIANI NOCE COGNAC , FORMATO DA:N° COMON° COMODINI",DEREK GRU EXPO2,Variante,"PROMO: GRUPPO NOTTE TUTTO SPATOLATO CHIARO CON PIANI NOCE COGNAC , FORMATO DA:N° 01 COMON° 02 COMODINI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO NOTTE FORMATO DA:N° COMON° COMODINI,DEREK GRU CC,Variante,PROMO: GRUPPO NOTTE  FORMATO DA:N° 01 COMON° 02 COMODINI,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO COMO + COMODINI TUTTO SPATOLATO CHIARO CON PIEDI METALLO ANTRACITE - INSERTO MANIGLIA LEGNO NOCE BROWN CANNETTATO,CRETA GRUPPO EXPO,Variante,PROMO: GRUPPO COMO + 2 COMODINI TUTTO SPATOLATO CHIARO CON PIEDI METALLO ANTRACITE  - INSERTO MANIGLIA LEGNO NOCE BROWN CANNETTATO,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO CASS INF.NOCE COGNAC, CASS SUPERIORI OLMO SBIANCATO E FRONT. SETA FORMATO DA:-ELEM. 1C H25 -ELEM. 1C H25-ELEM 2C H25-ELEM 2C H25-ELEM 1C H25-TOP -TOP -TOP -TOP -TOP",SCALA EXPO,Variante,"PROMO: GRUPPO CASS INF.NOCE COGNAC, CASS SUPERIORI OLMO SBIANCATO E FRONT.GRIGIO SETA FORMATO DA:-ELEM.60 1C H25 -ELEM.120 1C H25-ELEM 120 2C H25-ELEM 180 2C H25-ELEM 60 1C H25-TOP 60-TOP 120-TOP  180-TOP 60-TOP 120",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO FORMATO DA:-ELEM. 1C H25 -ELEM. 1C H25-ELEM 2C H25-ELEM 2C H25-ELEM 1C H25-TOP -TOP -TOP -TOP -TOP,SCALA CC,Variante,PROMO: GRUPPO FORMATO DA:-ELEM.60 1C H25 -ELEM.120 1C H25-ELEM 120 2C H25-ELEM 180 2C H25-ELEM 60 1C H25-TOP 60-TOP 120-TOP  180-TOP 60-TOP 120,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:GRUPPO TUTTO SPATOLATO CHIARO CON PARTICOLARI E PIANO SPATOLATO SCURO, FORMATO DA:N° COMON° COMODINI",VINCI EXPO,Variante,"PROMO:GRUPPO TUTTO SPATOLATO CHIARO CON PARTICOLARI E  PIANO SPATOLATO SCURO, FORMATO DA:N° 01 COMON° 02 COMODINI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:GRUPPO NOTTE FORMATO DA:N° COMON° COMODINI,VINCI CC,Variante,PROMO:GRUPPO NOTTE FORMATO DA:N° 01 COMON° 02 COMODINI,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO COMO + COMODINI, C/SPECCHIO SU FRONTALE CASSETTI , TOP SPECCHIO ' E PIEDI ANTRACITE",VINCI VETRO CC,Variante,"PROMO: GRUPPO COMO + 2 COMODINI, C/SPECCHIO  SU FRONTALE CASSETTI , TOP SPECCHIO ' E PIEDI ANTRACITE ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO COMO + COMODINI STRUTTURA NOB. PIEDI E MANIGLIE METALLO, CASEETTO ALTO E TOP SPECCHIO",ELLIOT CC,Variante,"PROMO: GRUPPO COMO + 2 COMODINI  STRUTTURA NOB. PIEDI E MANIGLIE METALLO,  CASEETTO ALTO E TOP SPECCHIO",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: COMO SFALSATO FORMATO DA ELEM DA CM + ELEM,DA E COMODINI CASS CM SOSPESI PER PANNELLO LATERALE LETTO",SPLENDOR SOSPESO CC,Variante,"PROMO: COMO SFALSATO FORMATO DA 2 ELEM DA CM 150+ 1 ELEM,DA 120 E 2 COMODINI 1 CASS CM 60 SOSPESI PER PANNELLO LATERALE LETTO ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: COMO SFALSATO FORMATO DA:- N° ELEM DA CM A TERRA LACC. COMODORO- N° ELEM DA CM CENTRALE NPCE COGNAC- N° ELEM,DA LACC. COIMODORO - N° COMODINI CASS LACCATO COMODORO / CM SOSPESI PER PANNELLO LATERALE LETTO",SPLENDOR SOSPESO EXPO,Variante,"PROMO: COMO SFALSATO FORMATO DA:- N° 1  ELEM DA CM 150 A TERRA LACC. VERDE COMODORO- N° 1  ELEM DA CM 150 CENTRALE NPCE COGNAC- N° 1  ELEM,DA 120  LACC. VERDE COIMODORO - N° 2  COMODINI 1 CASS LACCATO VERDE COMODORO / CM 60 SOSPESI PER PANNELLO LATERALE LETTO ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO COMO + COMODINI STRUTTURA SPATOLATO CRETA PIEDI E MANIGLIE CHAMPAGNE /FRONTALI CASSETTI NOCE BROWN / CASSETTO ALTO E TOP SPECCHIO BRONZO,ELLIOT EXPO,Variante,PROMO: GRUPPO COMO + 2 COMODINI  STRUTTURA SPATOLATO CRETA PIEDI E MANIGLIE CHAMPAGNE /FRONTALI CASSETTI NOCE BROWN / CASSETTO ALTO E TOP SPECCHIO BRONZO ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO ELEMENTI SOVRAPPONIBILE TUTTO SPATOLATO FORMATO DA: COMO SFALSATO (3moduli da cm ) COMODINO 2CASS ( moduli cm sfalsati) COMODINO 1C SOSPESO ( modulo am ),SPARACO SPATOLATO,Variante,PROMO: GRUPPO  ELEMENTI SOVRAPPONIBILE TUTTO SPATOLATO FORMATO DA:1 COMO SFALSATO (3moduli da cm 120)1 COMODINO 2CASS (2 moduli cm 60 sfalsati)1 COMODINO 1C SOSPESO (1 modulo am 60),,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO ANGOLARE, CASS.INF. LAVAGNA, CASS. SUP SP.CHIARO FORMATO DA:-ELEM. 1C H25 -ELEM. 1C H25-ELEM 2C H25-ELEM 2C H25-ELEM 1C H25-TOP -TOP -TOP -TOP -TOP",SCALA EXPO3,Variante,"PROMO: GRUPPO ANGOLARE, CASS.INF. LAVAGNA, CASS. SUP SP.CHIARO  FORMATO DA:-ELEM.60 1C H25 -ELEM.120 1C H25-ELEM 120 2C H25-ELEM 180 2C H25-ELEM 60 1C H25-TOP 60-TOP 120-TOP  180-TOP 60-TOP 120",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:GRUPPO FORMATO DA :-ELEM 1C H25 OLMO SBIANCATO-ELEM 1C H25 OLMO SBIANCATO-ELEM. 1C H25 NOCE COGNAC-ELEM 2C H25 NOCE COGNAC-ELEM 2C H25 OLMO SBIANCATO-ELEM 2C H25 NOCE COGNAC -TOP OLMO SBIANCATO-TOP OLMO SBIANCATO-TOP NOCE COGNAC-TOP NOCE COGNAC-TOP OLMO SBIANCATO-TOP NOCE COGNAC,SPLENDOR EXPO,Variante,PROMO:GRUPPO FORMATO DA :-ELEM 45 1C H25 OLMO SBIANCATO-ELEM 60 1C H25 OLMO SBIANCATO-ELEM.90 1C H25 NOCE COGNAC-ELEM 120 2C H25 NOCE COGNAC-ELEM 150 2C H25 OLMO SBIANCATO-ELEM 150 2C H25 NOCE COGNAC -TOP 45 OLMO SBIANCATO-TOP 60 OLMO SBIANCATO-TOP 90 NOCE COGNAC-TOP 120 NOCE COGNAC-TOP 150 OLMO SBIANCATO-TOP 150 NOCE COGNAC,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:GRUPPO FORMATO DA :-ELEM 1C H25 -ELEM 1C H25 -ELEM. 1C H25 -ELEM 2C H25 -ELEM 2C H25 -ELEM 2C H25 -TOP -TOP -TOP -TOP -TOP -TOP,SPLENDOR CC,Variante,PROMO:GRUPPO FORMATO DA :-ELEM 45 1C H25  -ELEM 60 1C H25  -ELEM.90 1C H25 -ELEM 120 2C H25 -ELEM 150 2C H25 -ELEM 150 2C H25  -TOP 45  -TOP 60  -TOP 90 -TOP 120 -TOP 150  -TOP 150  ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO COMO + COMODINI, TUTTO LAVAGNA CON PROF. E MANIGLIE ANTRACITE , SPECCHIO FUME' SU FRONTALE CASSETTI , TOP SPECCHIO FUME' E PIEDI ANTRACITE",VINCI VETRO,Variante,"PROMO: GRUPPO COMO + 2 COMODINI, TUTTO LAVAGNA CON PROF. E MANIGLIE ANTRACITE , SPECCHIO FUME' SU FRONTALE CASSETTI , TOP SPECCHIO FUME' E PIEDI ANTRACITE ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO ANGOLARE, CASS.INF NOCE COGNAC, CASS. SUP SP.CHIARO FORMATO DA:-ELEM. 1C H25 -ELEM. 1C H25-ELEM 2C H25-ELEM 2C H25-ELEM 1C H25-TOP -TOP -TOP -TOP -TOP",SCALA EXPO2,Variante,"PROMO: GRUPPO ANGOLARE, CASS.INF NOCE COGNAC, CASS. SUP SP.CHIARO FORMATO DA:-ELEM.60 1C H25 -ELEM.120 1C H25-ELEM 120 2C H25-ELEM 180 2C H25-ELEM 60 1C H25-TOP 60-TOP 120-TOP  180-TOP 60-TOP 120",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:GRUPPO TUTTO SPATOLATO CHIARO CON PARTICOLARI E PIANO NOCE COGNAC, FORMATO DA:N° COMON° COMODINI",VINCI EXPOG,Variante,"PROMO:GRUPPO TUTTO SPATOLATO CHIARO CON PARTICOLARI E  PIANO NOCE COGNAC, FORMATO DA:N° 01 COMON° 02 COMODINI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:GRUPPO TUTTO LAVAGNA CON INSERTO TOP NOCE COGNAC FORMATO DA: COMO CM P522 COMODINI CM P44,DEREK GRU EXPO3,Variante,PROMO:GRUPPO TUTTO LAVAGNA CON INSERTO TOP NOCE COGNAC FORMATO DA:1 COMO CM 126 P522 COMODINI CM 55 P44,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: GRUPPO ELEMENTI SOVRAPPONIBILE IN LAVAGNA E SPATOLATO FORMATO DA: COMO SFALSATO (3moduli da cm ) COMODINO 2CASS ( moduli cm sfalsati) COMODINO 1C SOSPESO ( modulo am ),SPARACO EXPO,Variante,PROMO: GRUPPO  ELEMENTI SOVRAPPONIBILE IN LAVAGNA E SPATOLATO FORMATO DA:1 COMO SFALSATO (3moduli da cm 120)1 COMODINO 2CASS (2 moduli cm 60 sfalsati)1 COMODINO 1C SOSPESO (1 modulo am 60),,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: GRUPPO FORMATO DA:-COMO SFALSATO (3ELEM, )-COMODINO 2CASS SFALSATI ( ELEM. )-COMODINO 1CAS SOSPESO ( ELEM DA )",SPARACO CC,Variante,"PROMO: GRUPPO FORMATO DA:-COMO SFALSATO (3ELEM, 120)-COMODINO 2CASS SFALSATI (2 ELEM. 60)-COMODINO 1CAS SOSPESO  (1 ELEM DA 60)",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: LETTO MATRIMONIALE L180 P217 H113 ( PER RETE ESCLUSA) PIEDE DSK CON LED SULLA TESTATA + PANNELLI LATERALI CM H66, - TUTTO NECE COGNAC E TESSUTO CINIGLIA STO39",GLASS LETTO EXPO,Variante,"PROMO: LETTO MATRIMONIALE L180 P217 H113  ( PER RETE 160X195 ESCLUSA) PIEDE DSK CON LED SULLA TESTATA +     2 PANNELLI LATERALI CM 70 H66,5 - TUTTO NECE COGNAC E TESSUTO CINIGLIA STO39",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: LETTO MATRIMONIALE L180 P217 H113 ( PER RETE ESCLUSA) PIEDE DSK CON LED SULLA TESTATA + PANNELLI LATERALI CM H66,",GLASS LETTO CC,Variante,"PROMO: LETTO MATRIMONIALE L180 P217 H113  ( PER RETE 160X195 ESCLUSA) PIEDE DSK CON LED SULLA TESTATA +     2 PANNELLI LATERALI CM 70 H66,5",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORR L. , - H. - P. , CON INSERTO FASCIA LEGNO CANNETTATO NOCE BROWN E SPECCHIO FUME' - TUTTO SPATOLATO CHIARO CON PROFILO MANIGLIA ANTRACITE - AMMORTIZZATORI INCLUSI",CRETA ARMADIO EXPO,Variante,"PROMO: ARMADIO 2A SCORR L. 273,2 - H. 246 - P. 66,4 CON INSERTO FASCIA LEGNO CANNETTATO NOCE BROWN E SPECCHIO FUME'  - TUTTO SPATOLATO CHIARO CON PROFILO MANIGLIA ANTRACITE  - AMMORTIZZATORI INCLUSI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L. , - H. - P. , MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA NOBILITATO NOCE COGNAC E FRONTALI LACCATI COMODORO CON FASCIA VERTICALE STRETTA NOCE COGNAC (NB LA FASCIA VERTICALE PICCOLA NON PUO' ESSERE REALIZZATA IN NESSUN COLORE LACCATO) INCLUSO DI KIT AMMORTIZZATORI",MIRROR EXPO ,Variante,"PROMO: ARMADIO 2A SCORREVOLI L. 273,2 - H. 246 - P. 66,4 MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA NOBILITATO NOCE COGNAC E FRONTALI LACCATI VERDE COMODORO  CON FASCIA VERTICALE STRETTA NOCE COGNAC  (NB LA FASCIA VERTICALE PICCOLA NON PUO' ESSERE REALIZZATA IN NESSUN COLORE LACCATO) INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:ARMADIO 2ANTE SCORR L273 P66. H246 AMMORTIZZATO, STRUTTURA OLMO SBIANCATO , FRONTALI SETA, MAN.OLMO SBIANCATO, VETRO BRONZO",TRAPEZIO EXPO,Variante,"PROMO:ARMADIO 2ANTE SCORR L273 P66.3 H246 AMMORTIZZATO, STRUTTURA OLMO SBIANCATO , FRONTALI GRIGIO SETA, MAN.OLMO SBIANCATO, VETRO BRONZO",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:ARMADIO 2ANTE SCORR L273 P66. H246 AMMORTIZZATO - fascia,TRAPEZIO CC,Variante,PROMO:ARMADIO 2ANTE SCORR L273 P66.3 H246 AMMORTIZZATO -  fascia 1,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L , - H. - P. , STRUTTURA NOBILITATO / FRONTALI NOBILITATO CON INSERTO SPECCHIO - INCLUSO DI KIT AMMORTIZZATORI",GLASS ARM NOB CC,Variante,"PROMO: ARMADIO 2A SCORREVOLI L 273,2 - H. 246 - P. 66,4 STRUTTURA NOBILITATO / FRONTALI NOBILITATO CON INSERTO SPECCHIO - INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L , - H. - P. , STRUTTURA NOBILITATO / FRONTALI LACCATI CON INSERTO SPECCHIO - INCLUSO DI KIT AMMORTIZZATORI",GLASS ARM  NOB LAC CC ,Variante,"PROMO: ARMADIO 2A SCORREVOLI L 273,2 - H. 246 - P. 66,4 STRUTTURA NOBILITATO / FRONTALI LACCATI CON INSERTO SPECCHIO - INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L. , - H. - P. , MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA E FRONTALI NOBILITATI - INCLUSO DI KIT AMMORTIZZATORI",MIRROR NOB ,Variante,"PROMO: ARMADIO 2A SCORREVOLI L. 273,2 - H. 246 - P. 66,4 MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALESTRUTTURA E FRONTALI NOBILITATI - INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L. , - H. - P. , MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALETUTTO LACCATO +SPECCHI NB LA FASCIA VERTICALE PICCOLA DISPONIBILE SOLO NEI COLORI NOBILITATI, NON PUO' ESSERE REALIZZATA IN NESSUNO DEI COLORI LACCATI -INCLUSO DI KIT AMMORTIZZATORI",MIRROR LAC ,Variante,"PROMO: ARMADIO 2A SCORREVOLI L. 273,2 - H. 246 - P. 66,4 MB 1A CON FASCIA SPECCHIO ORIZZONTALE E UNA CON FASCIA SPECCHIO VERTICALETUTTO LACCATO +SPECCHI   NB LA FASCIA VERTICALE PICCOLA DISPONIBILE SOLO NEI COLORI NOBILITATI, NON PUO' ESSERE REALIZZATA IN NESSUNO DEI COLORI LACCATI -INCLUSO DI KIT  AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:ARMADIO 2A SCORR L272, P66. H246 STRUTTURA NOCE COGNAC / FRONTALI SPATOLATO CHIARO E SPECCHI BRONZO - COMPRESO DI KIT AMMORTIZZATORI",DEREK ARM EXPO2,Variante,"PROMO:ARMADIO 2A SCORR L272,6 P66.3 H246 STRUTTURA NOCE COGNAC / FRONTALI SPATOLATO CHIARO E SPECCHI BRONZO  - COMPRESO DI KIT AMMORTIZZATORI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:ARMADIO 2A SCORR L272, P66. H246 COMPRESO DI KIT AMMORTIZZATORI",DEREK ARM CC,Variante,"PROMO:ARMADIO 2A SCORR L272,6 P66.3 H246 COMPRESO DI KIT AMMORTIZZATORI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:ARMADIO 2A SCORR L272, P66. H246 TUTTO SPATOLATO CHIARO E SPECCHI FUME' - COMPRESO DI KIT AMMORTIZZATORI",DEREK ARM EXPO1,Variante,"PROMO:ARMADIO 2A SCORR L272,6 P66.3 H246 TUTTO SPATOLATO CHIARO E SPECCHI FUME' - COMPRESO DI KIT AMMORTIZZATORI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: ARMADIO 3A SCORR L272. P66. H246 / FIANCHI NOB CRETA / ANTE LATERALI SPATOLATO CRETA CON ANTA CENTRALE TV VETRO STOPSOL / PROFILI CHAMPAGNE - AMMORTIZZATORI INCLUSI,DORIS EXPO2,Variante,PROMO: ARMADIO  3A SCORR L272.6 P66.3 H246 / FIANCHI NOB CRETA / 2 ANTE LATERALI SPATOLATO CRETA CON ANTA CENTRALE TV VETRO STOPSOL NERO / PROFILI CHAMPAGNE - AMMORTIZZATORI INCLUSI ,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO TV 3A SCORR L272. P66. H246 TUTTO SPATOLATO CHIARO, C/ANTA CENTRALE TV VTR STOPSOL - COMPRESO DI KIT AMMORTIZZATORI",DORIS EXPO,Variante,"PROMO: ARMADIO TV 3A SCORR L272.6 P66.3 H246 TUTTO SPATOLATO CHIARO,  C/ANTA CENTRALE TV VTR STOPSOL NERO - COMPRESO DI KIT AMMORTIZZATORI",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO: ARMADIO TV 3A SCORR L272. P66. H246 C/ANTA CENTRALE TV VTR STOPSOL - COMPRESO DI KIT AMMORTIZZATORI- FINITURE MELAMINICO,DORIS AP,Variante,PROMO: ARMADIO TV 3A SCORR L272.6 P66.3 H246 C/ANTA CENTRALE TV VTR STOPSOL NERO -  COMPRESO DI KIT AMMORTIZZATORI- FINITURE MELAMINICO,,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO:ARMADIO 2ANTE SCORR L273 P66. H246 AMMORTIZZATO, STRUTTURA SPATOLATO CHIARO , FRONTALI SPATOLATO CHIARO, MANSP.CHIARO, VETRO SP BRONZO",TRAPEZIO EXPO2,Variante,"PROMO:ARMADIO 2ANTE SCORR L273 P66.3 H246 AMMORTIZZATO, STRUTTURA SPATOLATO CHIARO  , FRONTALI SPATOLATO CHIARO, MANSP.CHIARO,  VETRO SP  BRONZO",,,SPARARREDA SRL,Sconto 10%,,1,1,1
"PROMO: ARMADIO 2A SCORREVOLI L272, H246 P66, FIANCHI E FRONTALI LAVAGNA , SPECCHI FUME' . INCLUSO DI AMMORTIZZATORI",TRAPEZIO LAVAGNA ,Variante,"PROMO: ARMADIO 2A SCORREVOLI L272,6 H246 P66,3 FIANCHI E FRONTALI LAVAGNA , SPECCHI FUME' . INCLUSO DI AMMORTIZZATORI ",,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:MADIA CM P46 H137 NOCE COGNAC + SPATOLATO CHIARO,ZEBRA MAD EXPO,Variante,PROMO:MADIA CM 120 P46 H137 NOCE COGNAC + SPATOLATO CHIARO,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:MADIA CM P46 H137,ZEBRA MAD CC,Variante,PROMO:MADIA CM 120 P46 H137,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:CREDENZA CM P46 H77 STRUTTURA NOCE COGNAC+ 2CASS NOCE COGNAC E ANTE SPATOLATO SCURO,ZEBRA CRE EXPO,Variante,PROMO:CREDENZA CM 180 P46 H77 STRUTTURA NOCE COGNAC+ 2CASS NOCE COGNAC E ANTE SPATOLATO SCURO,,,SPARARREDA SRL,Sconto 10%,,1,1,1
PROMO:CREDENZA CM P46 H77,ZEBRA CRE CC,Variante,PROMO:CREDENZA CM 180 P46 H77,,,SPARARREDA SRL,Sconto 10%,,1,1,1
